n_poi,n_run,n_epoch,accuracy,precision,recall,f1
5,0,0,1.0,1.0,1.0,1.0
5,0,1,1.0,1.0,1.0,1.0
5,0,2,1.0,1.0,1.0,1.0
5,0,3,1.0,1.0,1.0,1.0
5,0,4,1.0,1.0,1.0,1.0
5,0,5,1.0,1.0,1.0,1.0
5,0,6,1.0,1.0,1.0,1.0
5,0,7,1.0,1.0,1.0,1.0
5,0,8,1.0,1.0,1.0,1.0
5,0,9,1.0,1.0,1.0,1.0
5,0,10,1.0,1.0,1.0,1.0
5,0,11,1.0,1.0,1.0,1.0
5,0,12,1.0,1.0,1.0,1.0
5,0,13,1.0,1.0,1.0,1.0
5,0,14,1.0,1.0,1.0,1.0
5,0,15,1.0,1.0,1.0,1.0
5,0,16,1.0,1.0,1.0,1.0
5,0,17,1.0,1.0,1.0,1.0
5,0,18,1.0,1.0,1.0,1.0
5,0,19,1.0,1.0,1.0,1.0
5,0,20,1.0,1.0,1.0,1.0
5,0,21,1.0,1.0,1.0,1.0
5,0,22,1.0,1.0,1.0,1.0
5,0,23,1.0,1.0,1.0,1.0
5,0,24,1.0,1.0,1.0,1.0
5,1,0,1.0,1.0,1.0,1.0
5,1,1,1.0,1.0,1.0,1.0
5,1,2,1.0,1.0,1.0,1.0
5,1,3,1.0,1.0,1.0,1.0
5,1,4,1.0,1.0,1.0,1.0
5,1,5,1.0,1.0,1.0,1.0
5,1,6,1.0,1.0,1.0,1.0
5,1,7,1.0,1.0,1.0,1.0
5,1,8,1.0,1.0,1.0,1.0
5,1,9,1.0,1.0,1.0,1.0
5,1,10,1.0,1.0,1.0,1.0
5,1,11,1.0,1.0,1.0,1.0
5,1,12,1.0,1.0,1.0,1.0
5,1,13,1.0,1.0,1.0,1.0
5,1,14,1.0,1.0,1.0,1.0
5,1,15,1.0,1.0,1.0,1.0
5,1,16,1.0,1.0,1.0,1.0
5,1,17,1.0,1.0,1.0,1.0
5,1,18,1.0,1.0,1.0,1.0
5,1,19,1.0,1.0,1.0,1.0
5,1,20,1.0,1.0,1.0,1.0
5,1,21,1.0,1.0,1.0,1.0
5,1,22,1.0,1.0,1.0,1.0
5,1,23,1.0,1.0,1.0,1.0
5,1,24,1.0,1.0,1.0,1.0
5,2,0,1.0,1.0,1.0,1.0
5,2,1,1.0,1.0,1.0,1.0
5,2,2,1.0,1.0,1.0,1.0
5,2,3,1.0,1.0,1.0,1.0
5,2,4,1.0,1.0,1.0,1.0
5,2,5,1.0,1.0,1.0,1.0
5,2,6,1.0,1.0,1.0,1.0
5,2,7,1.0,1.0,1.0,1.0
5,2,8,1.0,1.0,1.0,1.0
5,2,9,1.0,1.0,1.0,1.0
5,2,10,1.0,1.0,1.0,1.0
5,2,11,1.0,1.0,1.0,1.0
5,2,12,1.0,1.0,1.0,1.0
5,2,13,1.0,1.0,1.0,1.0
5,2,14,1.0,1.0,1.0,1.0
5,2,15,1.0,1.0,1.0,1.0
5,2,16,1.0,1.0,1.0,1.0
5,2,17,1.0,1.0,1.0,1.0
5,2,18,1.0,1.0,1.0,1.0
5,2,19,1.0,1.0,1.0,1.0
5,2,20,1.0,1.0,1.0,1.0
5,2,21,1.0,1.0,1.0,1.0
5,2,22,1.0,1.0,1.0,1.0
5,2,23,1.0,1.0,1.0,1.0
5,2,24,1.0,1.0,1.0,1.0
5,3,0,1.0,1.0,1.0,1.0
5,3,1,1.0,1.0,1.0,1.0
5,3,2,1.0,1.0,1.0,1.0
5,3,3,1.0,1.0,1.0,1.0
5,3,4,1.0,1.0,1.0,1.0
5,3,5,1.0,1.0,1.0,1.0
5,3,6,1.0,1.0,1.0,1.0
5,3,7,1.0,1.0,1.0,1.0
5,3,8,1.0,1.0,1.0,1.0
5,3,9,1.0,1.0,1.0,1.0
5,3,10,1.0,1.0,1.0,1.0
5,3,11,1.0,1.0,1.0,1.0
5,3,12,1.0,1.0,1.0,1.0
5,3,13,1.0,1.0,1.0,1.0
5,3,14,1.0,1.0,1.0,1.0
5,3,15,1.0,1.0,1.0,1.0
5,3,16,1.0,1.0,1.0,1.0
5,3,17,1.0,1.0,1.0,1.0
5,3,18,1.0,1.0,1.0,1.0
5,3,19,1.0,1.0,1.0,1.0
5,3,20,1.0,1.0,1.0,1.0
5,3,21,1.0,1.0,1.0,1.0
5,3,22,1.0,1.0,1.0,1.0
5,3,23,1.0,1.0,1.0,1.0
5,3,24,1.0,1.0,1.0,1.0
5,4,0,1.0,1.0,1.0,1.0
5,4,1,1.0,1.0,1.0,1.0
5,4,2,1.0,1.0,1.0,1.0
5,4,3,1.0,1.0,1.0,1.0
